kategorie,zarizeni,nazev_poskytovatele,adresa_poskytovatele,ico,nazev_zarizeni_poskytovatele,vedouci_zarizeni,adresa_zarizeni_poskytovatele,datum_sluzba_od,forma_poskytovani_soc_sluz,cilova_skupina_klientu,vekova_kategorie,pocet_luzek,provozni_doba,kontakty
denní stacionáře,Denní stacionáře (9533433),"ANNA Český Brod, sociální služby pro seniory","Žitomířská 323, 282 01 Český Brod",873713,"ANNA Český Brod, sociální služby pro seniory",Ing. Lucie Hovorková,"Žitomířská 323, 282 01 Český Brod",1.1.2017,ambulantní,senioři,- od 60 ti let výše,počet klientů - 4,"pondělí:
6:30 - 17:00
úterý:
6:30 - 17:00
středa:
6:30 - 17:00
čtvrtek:
6:30 - 17:00
pátek:
6:30 - 17:00
sobota:
neděle:","['321 622 257', 'info@domov-anna.cz', 'http://www.domov-anna.cz']"
denní stacionáře,Denní stacionáře (3673053),"Apropo Jičín, o.p.s.","Soudná 13, 506 01 Jičín 1",1599682,Denní stacionář APROPO,Bc. Jitka Králová,"Soudná 15, 506 01 Jičín 1",16.5.2016,ambulantní,"osoby s kombinovaným postižením
Osoby z okresu Jičín.
osoby s mentálním postižením
Osoby z okresu Jičín.
osoby s tělesným postižením
Osoby z okresu Jičín.",- osoby ve věku 6 - 55 let,"počet klientů - 32
(maximální okamžitá kapacita)","pondělí:
6:30 - 16:00
úterý:
6:30 - 16:00
středa:
6:30 - 16:00
čtvrtek:
6:30 - 16:00
pátek:
6:30 - 13:30 - každý 1. pátek v měsíci, 6:30 - 16:00
sobota:
neděle:","['493 520 246', 'apropo@apropojicin.cz', 'www.apropojicin.cz']"
denní stacionáře,Denní stacionáře (1457478),Arcidiecézní charita Praha,"Londýnská 13/44, Praha 2-Vinohrady, 120 00 Praha 2",43873499,Denní stacionář pro seniory,Ivana Otřísalová,"Renoirova 614/7, Praha 5-Hlubočepy, 152 00 Praha 52",18.8.2008,ambulantní,senioři,"mladší senioři (65 – 80 let)
starší senioři (nad 80 let)","počet klientů - 5
Uvedený počet je maximální denní kapacita služby.","pondělí:
6:00 - 19:00
úterý:
6:00 - 19:00
středa:
6:00 - 19:00
čtvrtek:
6:00 - 19:00
pátek:
6:00 - 19:00
sobota:
neděle:","['251 552 781', 'dzr@praha.charita.cz', 'www.praha.charita.cz']"
denní stacionáře,Denní stacionáře (4012625),"Arkadie, o. p. s.","Purkyňova 2004/10, Teplice, 415 01 Teplice 1",556203,Středisko Arkadie Krupka,Mgr. Marek Petlan,"Karla Čapka 271, Maršov, 417 42 Krupka 1",1.1.2007,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením
osoby se zdravotním postižením","dorost (16 – 18 let)
mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)","počet klientů - 15
počet klientů při práci s jednotlivcem:5 počet klientů při práci se skupinou:15/5 pracovníků","pondělí:
7:00 - 15:30
úterý:
7:00 - 15:30
středa:
7:00 - 15:30
čtvrtek:
7:00 - 15:30
pátek:
7:00 - 15:30
sobota:
neděle:","['413034273', 'petlan@arkadie.cz', 'http://www.arkadie.cz']"
denní stacionáře,Denní stacionáře (1268119),"Arkadie, o. p. s.","Purkyňova 2004/10, Teplice, 415 01 Teplice 1",556203,"Středisko Arkadie Novoveská, Teplice",Mgr. Zuzana Nétková,"Novoveská 1538, Teplice, 415 01 Teplice 1",22.7.2010,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením
osoby s tělesným postižením
osoby se zdravotním postižením","dorost (16 – 18 let)
mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)","počet klientů - 24
počet klientů při práci s jednotlivcem:6 počet klientů při práci se skupinou:24/6 pracovníků","pondělí:
6:30 - 15:00
úterý:
6:30 - 15:00
středa:
6:30 - 15:00
čtvrtek:
6:30 - 15:00
pátek:
6:30 - 15:00
sobota:
neděle:","['417533118', '724300161', 'netkova@arkadie.cz', 'http://www.arkadie.cz']"
denní stacionáře,Denní stacionáře (7191521),"Arpida, centrum pro rehabilitaci osob se zdravotním postižením, z.ú.","U Hvízdala 1402/9, České Budějovice 2, 370 11 České Budějovice 11",65053079,Denní stacionář pro osoby s tělesným a mentálním postižením v centru ARPIDA,neuveden,"U Hvízdala 1402/9, České Budějovice 2, 370 11 České Budějovice 11",21.11.2012,ambulantní,"osoby s kombinovaným postižením
osoby s tělesným postižením",Od 6 do 40 let věku,"počet klientů - 18
- jedná se o maximální okamžitou kapacitu","pondělí:
7:00 - 16:00
úterý:
7:00 - 16:00
středa:
7:00 - 16:00
čtvrtek:
7:00 - 16:00
pátek:
7:00 - 16:00
sobota:
neděle:","['385777011', '385520834', 'info@arpida.cz', 'http://www.arpida.cz']"
denní stacionáře,Denní stacionáře (3076860),"BERENIKA - Vysoké Mýto, o.p.s.","Plk. B. Kohouta 914, Litomyšlské Předměstí, 566 01 Vysoké Mýto",26668149,"Denní stacionář Berenika - Vysoké Mýto, o.p.s.",Petra Řeháková,"Plk. B. Kohouta 914, Litomyšlské Předměstí, 566 01 Vysoké Mýto",1.9.2010,ambulantní,"osoby s mentálním postižením
k mentálnímu postižení může být přidružené tělesné postižení","dorost (16 – 18 let)
mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)","počet klientů - 24
24 klientů denně","pondělí:
7:30 - 15:00
úterý:
7:30 - 15:00
středa:
7:30 - 15:00
čtvrtek:
7:30 - 15:00
pátek:
7:30 - 15:00
sobota:
neděle:","['468 003 470', '737 801 093', 'rehakova.berenika@seznam.cz', 'http://berenika-vm.cz']"
denní stacionáře,Denní stacionáře (9926088),"BILICULUM, z.ú.","Růžová 561/1, Mikulov, 692 01 Mikulov na Moravě",26641046,Denní stacionář Mikulov,Petr Malásek,"Růžová 561/1, Mikulov, 692 01 Mikulov na Moravě",1.1.2007,ambulantní,"osoby s jiným zdravotním postižením
osoby s kombinovaným postižením
osoby s mentálním postižením
osoby s tělesným postižením",Sociální služba je poskytována klientům od 3 do 45 let.,"počet klientů - 27
Maximální okamžitá kapacita denního stacionáře je 27 klientů. Maximální roční kapacita je 35 klientů.","pondělí:
7:00 - 16:00
úterý:
7:00 - 16:00
středa:
7:00 - 16:00
čtvrtek:
7:00 - 16:00
pátek:
7:00 - 16:00
sobota:
neděle:","['+420 778 489 813', '+420 778 489 810', '+420 778 489 811', 'info@biliculum.cz', 'http://www.biliculum.cz']"
denní stacionáře,Denní stacionáře (7885329),Buona Strada s.r.o.,"Venušina 544/6, Liberec I-Staré Město, 460 01 Liberec 1",4570243,Denní stacionář Villa Toscana,Bc. Hana Hasoňová,"Venušina 544/6, Liberec I-Staré Město, 460 01 Liberec 1",1.3.2018,ambulantní,"osoby se zdravotním postižením
senioři",Služba bude poskytována klientům od 18-ti let.,"počet klientů - 6
Jedná se o maximální okamžitou kapacitu 6 klientů.","pondělí:
7:30 - 16:30
úterý:
7:30 - 16:30
středa:
7:30 - 16:30
čtvrtek:
7:30 - 16:30
pátek:
7:30 - 16:30
sobota:
neděle:","['608306154', '773 841 813', 'hana.hasonova@buonastrada.cz', 'romana.zelenkova@buonastrada.cz', 'www.buonastrada.cz']"
denní stacionáře,Denní stacionáře (7588305),"Centrum BAZALKA, o.p.s.","U Jeslí 198/13, České Budějovice 4, 370 01 České Budějovice 1",26064073,Denní stacionář Centrum BAZALKA,neuveden,"U Jeslí 198/13, České Budějovice 4, 370 01 České Budějovice 1",1.1.2004,ambulantní,"osoby s kombinovaným postižením
Děti s dětskou mozkovou obrnou - s kombinovaným postižením - tělesným, mentálním a smyslovým.
osoby s mentálním postižením
Děti s poruchou v oblasti autistického spektra s přidruženým mentálním postižením.
osoby se zdravotním postižením
Děti s vrozenými vývojovými poruchami, s genetickými poruchami, s metabolickými poruchami.","děti předškolního věku (1 - 6 let)
mladší děti (7 –10 let)
starší děti (11 – 15 let)
dorost (16 – 18 let)
mladí dospělí (19 – 26 let)","počet klientů - 24
Zařízení je schopno poskytovat sociální služby maximálně 24 zdravotně postiženým dětem najednou. Počet klientů stacionáře může překročit počet 24, děti mohou využívat sociální služby v časově oddělených intervalech.","pondělí:
6:00 - 15:00
úterý:
6:00 - 15:00
středa:
6:00 - 15:00
čtvrtek:
6:00 - 15:00
pátek:
6:00 - 15:00
sobota:
neděle:","['387001010', '723101751', 'info@centrumbazalka.cz', 'http://www.centrumbazalka.cz']"
denní stacionáře,Denní stacionáře (6619024),CENTRUM DENNÍCH SLUŽEB Mariánské Lázně o.p.s.,"Skalníkova 519/11a, Úšovice, 353 01 Mariánské Lázně 1",70957142,Centrum denních služeb - denní stacionář,Lenka Špačková,"Skalníkova 519/2, Úšovice, 353 01 Mariánské Lázně 1",1.1.2007,ambulantní,"osoby s tělesným postižením
osoby se zdravotním postižením
senioři","mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet klientů - 10,"pondělí:
8:00 - 13:00
úterý:
8:00 - 15:00
středa:
8:00 - 13:00
čtvrtek:
8:00 - 15:00
pátek:
8:00 - 13:00
sobota:
neděle:","['354602790', '354602790', 'cedes@jlx.info']"
denní stacionáře,Denní stacionáře (8221740),CENTRUM HÁJEK z.ú.,"Křimická 756, 330 27 Vejprnice",22845798,Centrum Hájek,Lenka Šiková,"Šťáhlavice 158, Šťáhlavy, 332 04 Nezvěstice",1.4.2013,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením
osoby s tělesným postižením","děti předškolního věku (1 - 6 let)
mladší děti (7 –10 let)
starší děti (11 – 15 let)","počet klientů - 15
okamžitá kapacita","pondělí:
7:30 - 16:00
úterý:
7:30 - 16:00
středa:
7:30 - 16:00
čtvrtek:
7:30 - 16:00
pátek:
7:30 - 16:00
sobota:
neděle:","['602 692 763', 'info@centrumhajek.eu', 'www.centrumhajek.eu']"
denní stacionáře,Denní stacionáře (4899903),Centrum Kociánka,"Kociánka 93/2, Královo Pole, 612 00 Brno 12",93378,Centrum Kociánka pracoviště Březejc,Marie Doležalová,"Sviny 13, 594 01 Velké Meziříčí",20.7.2013,ambulantní,"osoby s kombinovaným postižením
primárně tělesné postižení s přidruženou lehkou, případně středně těžkou mentální retardací bez poruch chování a osoby s poruchou autistického spektra - mimo osob s dlouhodobě nezvladatelnou agresí
osoby s mentálním postižením
osoby s lehkou, případně středně těžkou mentální retardací bez poruch chování a osoby s poruchou autistického spektra - mimo osob s dlouhodobě nezvladatelnou agresí
osoby s tělesným postižením","- od 3 do 40 let (horní věková hranice neplatí pro uživatele, kteří začali využívat sociální službu před účinností zákona č. 108/2006 Sb., o sociálních službách).",počet klientů - 30,"pondělí:
6:30 - 17:00
úterý:
6:30 - 17:00
středa:
6:30 - 17:00
čtvrtek:
6:30 - 17:00
pátek:
6:30 - 16:00
sobota:
neděle:","['566 522 089', '604 631 962', '515 504 333', 'ivana.cerna@kocianka.cz', 'marie.dolezalova@kocianka.cz', 'http://www.kocianka.cz']"
denní stacionáře,Denní stacionáře (7223974),"Centrum pro rodinu a sociální péči Hodonín, z.s.","Štefánikova 288/15, Hodonín, 695 01 Hodonín 1",69722595,Vlaštovka - dětský rehabilitační stacionář,Mgr. Lenka Hřibová,"Anenská 4003/9, Hodonín, 695 01 Hodonín 1",1.1.2007,ambulantní,"osoby s jiným zdravotním postižením
osoby s kombinovaným postižením
osoby s mentálním postižením
osoby s tělesným postižením
osoby se sluchovým postižením
osoby se zdravotním postižením
osoby se zrakovým postižením",Osoby od 1 roku do 26 let.,počet klientů - 13,"pondělí:
7:00 - 16:00
úterý:
7:00 - 16:00
středa:
7:00 - 16:00
čtvrtek:
7:00 - 16:00
pátek:
7:00 - 16:00
sobota:
neděle:","['774 650 134', '518 352 154', 'rhb.stacionar@seznam.cz', 'http://www.cprhodonin.cz']"
denní stacionáře,Denní stacionáře (6455886),Centrum pro zdravotně postižené děti a mládež - SRDÍČKO,"Revoluční 1845/30, Předměstí, 412 01 Litoměřice 1",70854165,Centrum pro zdravotně postižené děti a mládež - SRDÍČKO,Renata Mrvová,"Revoluční 1845/30, Předměstí, 412 01 Litoměřice 1",1.1.2007,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením",Sociální služba je poskytována od 3 let věku do 64 let věku.,počet klientů - 24,"pondělí:
7:00 - 15:00
úterý:
7:00 - 15:00
středa:
7:00 - 15:00
čtvrtek:
7:00 - 15:00
pátek:
7:00 - 15:00
sobota:
neděle:","['416742087', 'centrumsrdicko@centrumsrdicko.cz', 'http://centrumsrdicko.cz']"
denní stacionáře,Denní stacionáře (1487237),"Centrum služeb Slunce všem, o.p.s.","Pražská 910, 273 51 Unhošť",27155064,"Centrum služeb Slunce všem, o.p.s.",PaedDr. Blanka Dvořáková,"Pražská 910, 273 51 Unhošť",2.1.2007,ambulantní,"osoby s chronickým duševním onemocněním
osoby s kombinovaným postižením
osoby s mentálním postižením
osoby se zdravotním postižením","dorost (16 – 18 let)
mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)",počet klientů - 40,"pondělí:
7:00 - 15:30
úterý:
7:00 - 15:30
středa:
7:00 - 15:30
čtvrtek:
7:00 - 15:30
pátek:
7:00 - 15:30
sobota:
neděle:","['312 690 298', '312 698 188', 'centrum@slunce.info', 'http://www.slunce.info']"
denní stacionáře,Denní stacionáře (4628925),Centrum sociální péče města Ústí nad Orlicí,"Na Pláni 1343, Ústí nad Orlicí, 562 06 Ústí nad Orlicí 6",70857156,Centrum sociální péče města Ústí nad Orlicí - Denní stacionář Človíček,Mgr. Radka Vašková,"T. G. Masaryka 123, Ústí nad Orlicí, 562 01 Ústí nad Orlicí 1",1.1.2016,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením",Služba je poskytována klientům od 3 do 64 let.,počet klientů - 13,"pondělí:
6:00 - 17:00
úterý:
6:00 - 17:00
středa:
6:00 - 17:00
čtvrtek:
6:00 - 17:00
pátek:
6:00 - 15:00
sobota:
neděle:","['606 512 972', 'vedouci.stac@csp-uo.cz', 'www.stacionar-uo.cz']"
denní stacionáře,Denní stacionáře (7268793),Centrum sociální pomoci a služeb o. p. s.,"Souběžná 1746/12, Nový Hradec Králové, 500 12 Hradec Králové 12",25999044,Denní stacionář,Eva Mrázová,"Souběžná 1746/12, Nový Hradec Králové, 500 12 Hradec Králové 12",1.1.2007,ambulantní,"osoby s chronickým duševním onemocněním
osoby s tělesným postižením
osoby se sluchovým postižením
osoby se zdravotním postižením
osoby se zrakovým postižením
senioři","dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet klientů - 20,"pondělí:
7:15 - 17:00
úterý:
7:15 - 17:00
středa:
7:15 - 17:00
čtvrtek:
7:15 - 17:00
pátek:
7:15 - 17:00
sobota:
neděle:","['722 563 825', '495272242', 'csps.hk@csps-hk.cz', 'www.csps-hk.cz']"
denní stacionáře,Denní stacionáře (2053358),"Centrum sociální pomoci Třinec, příspěvková organizace","Máchova 1134, Lyžbice, 739 61 Třinec 1",75055473,Denní stacionář RADOST,Mgr. Eva Plucnarová,"Čapkova 708, Staré Město, 739 61 Třinec 1",1.1.2009,ambulantní,"osoby s chronickým duševním onemocněním
osoby s chronickým onemocněním
osoby s jiným zdravotním postižením
osoby s kombinovaným postižením
osoby s mentálním postižením
osoby s tělesným postižením
osoby se sluchovým postižením
osoby se zdravotním postižením
osoby se zrakovým postižením",od 18 do 45 let,počet klientů - 35,"pondělí:
6:00 - 16:00
úterý:
6:00 - 16:00
středa:
6:00 - 16:00
čtvrtek:
6:00 - 16:00
pátek:
6:00 - 16:00
sobota:
neděle:","['558 999 751', 'reditel@csptrinec.cz', 'e.plucnarova@csptrinec.cz', 'www.csptrinec.cz']"
denní stacionáře,Denní stacionáře (3554195),"Centrum sociální pomoci Třinec, příspěvková organizace","Máchova 1134, Lyžbice, 739 61 Třinec 1",75055473,Denní stacionář PAPRSEK,Mgr. Kamil Raszka,"Máchova 1134, Lyžbice, 739 61 Třinec 1",1.1.2006,ambulantní,"osoby s chronickým duševním onemocněním
osoby s chronickým onemocněním
osoby s jiným zdravotním postižením
osoby s kombinovaným postižením
osoby s mentálním postižením
osoby s tělesným postižením
osoby se sluchovým postižením
osoby se zdravotním postižením
osoby se zrakovým postižením","děti předškolního věku (1 - 6 let)
mladší děti (7 –10 let)
starší děti (11 – 15 let)
dorost (16 – 18 let)",počet klientů - 25,"pondělí:
6:00 - 16:00
úterý:
6:00 - 16:00
středa:
6:00 - 16:00
čtvrtek:
6:00 - 16:00
pátek:
6:00 - 16:00
sobota:
neděle:","['558 332 167', 'reditel@csptrinec.cz', 'www.csptrinec.cz']"
denní stacionáře,Denní stacionáře (8449274),Centrum sociálních a zdravotních služeb Poděbrady o.p.s.,"nám. T.G.Masaryka 1130/18, Poděbrady III, 290 01 Poděbrady 1",27395286,Denní stacionář Milovice,Bc. Věra Součková,"Příčná 194/1, Milovice, 289 24 Milovice nad Labem 3",1.1.1995,ambulantní,"osoby se zdravotním postižením
senioři",- od 18 let a výše,"počet klientů - 45
Maximální kapacita Denního stacionáře Kluk - Poděbrady: 13 osob Maximální kapacita Denního stacionáře Milovice: 5 osob. Maximální kapacita Denního stacionáře Sány: 5 osob Maximální kapacita Denního stacionáře Tyršova Poděbrady: 4 osoby. Maximální kapacita Denního stacionáře Městec Králové: 3 osoby. Maximální kapacita Denního stacionáře Nymburk: 7 osob, Maximální kapacita Denní stacionáře Lysá nad Labem - 8 osob..","pondělí:
7:00 - 15:30 - pouze denní stacionáře Kluk, Sány, Milovice, Nymburk
úterý:
7:00 - 15:30 - pouze denní stacionáře Kluk, Sány, Milovice, Nymburk.
středa:
7:00 - 15:30 - všechny denní stacionáře
čtvrtek:
7:00 - 15:30 - pouze denní stacionáře Kluk, Sány, Milovice, Nymburk
pátek:
7:00 - 15:30 - všechny denní stacionáře
sobota:
neděle:","['325 551 353', '325 643 640', '325 626 086', '775 760 688', '775 760 688', '325 551 954', '775 760 777', '325 626 352', '775 760 673', 'szekelyova@centrum-podebrady.info', 'souckova@centrum-podebrady.info', 'info@centrum-podebrady.info', 'pavelkova@centrum-podebrady.info', 'http://www.centrum-podebrady.info']"
